,,,
0.1,0.1,0.2,0.3
0.3,0.4,0.5,0.8
0.3,0.6,0.9,0.13
0.5,0.8,0.14,0.21
0.3,0.5,0.8,0.13
0.08,0.13,0.21,0.34
0.21,0.36,0.59,0.99
1,1,2,3
0.3,0.5,0.8,0.13
0.13,0.21,0.34,0.55
0.10,0.777,0.13434334,0.88809
0.1,0.9,0.13,0.17
0.43,0.675,0.2,0.9
0.98,0.32,0.1,0.3
0.15,0.21,0.34,0.56
0.1,0.1,0.2,0.3
0.1,0.15,0.3,0.5
0.1,0.2,0.4,0.5
0.3,0.4,0.5,0.8
0.3,0.6,0.9,0.13
0.15,0.2,0.35,0.45
0.46,0.29,0.7,0.57
0.55,0.89,1.44,2.33
0.233,0.377,0.61,0.987
0.987,1.597,2.584,4.181
0.6,0.7,0.13,0.2
0.233,0.377,0.61,0.987
0.0008,0.013,0.0021,0.0034
0.5,0.6,0.11,0.17
0.4,0.5,0.9,0.13
0.3,0.5,0.8,0.18
0.1,0.1,0.2,0.6
0.4,0.5,0.10,0.15
0.2,0.3,0.5,0.10
0.2,0.3,0.6,0.43
0.1,0.3,0.4,0.2
0.3,0.5,0.9,0.787687
0.5,0.8,1.3,1
0.08,0.13,0.21,0.4
